CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTOPTA1803;Very Good!;Très bien !;Sehr gut!;;¡Muy bien!;;;;;;;;;x
EVTNAME1804;Vichy Refuses Our Demands;Vichy refuse nos exigences;Vichy lehnt unsere Forderungen ab;;Vichy no acepta nuestras exigencias;;;;;;;;;x
EVTDESC1804;After the Fall of France and the installing of a pro-German government in Vichy, Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the argument that it 'protected' this area from the British.;Après la capitulation de la France et la mise en place d'un gouvernement pro-allemand à Vichy, le Japon veut profiter de la nouvelle donne politique en Asie du Sud-est et occupe l'Indochine française, sous le prétexte de la 'protéger' contre les visées britanniques.;Nach dem Fall Frankreichs und der Einsetzung einer pro-deutschen Regierung in Vichy konnte Japan aus der neuen politischen Situation in Südostasien Kapital schlagen und Französisch-Indochina unter dem Vorwand besetzen, dieses Gebiet vor den Briten schützen zu wollen.;;Tras la derrota de Francia y la instauración de un gobierno progermánico en Vichy, Japón pudo sacar provecho a la nueva situación política en el sudeste de Asia y ocupar la Indochina Francesa con el argumento de que con ello 'protegía' esa zona de los británicos.;;;;;;;;;x
EVTOPTA1804;Curses!;Soyez maudits !;Verflucht!;;¡Maldición!;;;;;;;;;x
EVTNAME1901;Italian Ultimatum;L'ultimatum albanais;Italienisches Ultimatum;;Ultimátum italiano;;;;;;;;;x
EVTDESC1901;Italy delivered Tiranë an ultimatum on March 25,1939, demanding that it accede to Italy's occupation of Albania. Zog refused to accept money in exchange for countenancing a full Italian takeover and colonization of Albania, and on April 7,1939, Mussolini's troops invaded Albania. Despite some stubborn resistance, especially at Durrës, the Italians made short shrift of the Albanians. Unwilling to become an Italian puppet, King Zog, his wife, Queen Geraldine Apponyi, and their infant son Skander fled to Greece and eventually to London. On April 12, the Albanian parliament voted to unite the country with Italy. Victor Emmanuel III took the Albanian crown, and the Italians set up a fascist government under Shefqet Verlaci and soon absorbed Albania's military and diplomatic service into Italy's.;Le 25 mars 1939, l'Italie lance un ultimatum à Tirana, exigeant que les dirigeants entérinent l'occupation italienne de l'Albanie. Zogu refuse l'argent qui lui est proposé en échange de son appui à une prise de contrôle totale et à une colonisation de l'Albanie par l'Italie. Et le 7 avril 1939, les troupes de Mussolini envahissent l'Albanie. Malgré une résistance acharnée, en particulier autour de Durrës, les Italiens submergent les Albanais. Refusant le rôle de marionnette auquel les Italiens le destinent, le roi Zog, sa femme Géraldine Apponyi et le prince héritier Leka se réfugient en Grèce dans un premier temps puis à Londres. Le 12 avril, le parlement albanais vote l'unification du pays avec l'Italie. Victor Emmanuel III s'empare de la couronne albanaise et les Italiens imposent un gouvernement fasciste sous l'autorité de Shefquet Verlaci. Cependant, c'est l'Italie qui gère directement la diplomatie et la défense de l'Albanie.;Am 25. März 1939 erhielt Tirana ein italienisches Ultimatum, der Besetzung Albaniens durch italienische Truppen zuzustimmen. Albaniens König Zog weigerte sich, als Ausgleich für seine Befürwortung einer vollständigen Machtübernahme und Kolonisation durch Italien Geld zu akzeptieren, worauf Mussolinis Truppen Albanien am 7. April 1939 überfielen. Trotz hartnäckigen Widerstands der Albaner, besonders bei Durrës, machten die Italiener mit ihnen kurzen Prozess. König Zog weigerte sich, eine Marionette Italiens zu werden und floh zusammen mit Königin Geraldine Apponyi und ihrem minderjährigen Sohn Skander über Griechenland nach London. Am 12. April stimmte das albanische Parlament für den Anschluss Albaniens an Italien. Viktor Emmanuel III. bestieg den albanischen Thron und die Italiener setzten eine faschistische Regierung unter Shefqet Bej Vërlaci ein. Albaniens Militär und diplomatischer Dienst verschmolzen schon bald mit ihren italienischen Gegenstücken.;;Italia dio un ultimátum a Tirana el 25 de marzo de 1939, exigiendo que accediese a la ocupación de Albania por parte de Italia. Zog se negó a aceptar dinero a cambio de aprobar una ocupación total y la colonización de Albania por parte de Italia, y el 7 de abril de 1939 las tropas de Mussolini invadieron el país. Pese a la existencia de núcleos de enconada resistencia, sobre todo en Durrës, los italianos acabaron con los albaneses en un abrir y cerrar de ojos. Reacios a convertirse en un títere de Italia, el rey Zog, la reina Geraldine Apponyi y su joven hijo Skander huyeron primero a Grecia y finalmente a Londres. El 12 de abril, el parlamento albanés votó por la unificación del país con Italia. Víctor Manuel III se hizo con la corona albanesa y los italianos establecieron un gobierno fascista al mando de Shefqet Verlaci, y en poco tiempo el ejército y los servicios diplomáticos albaneses fueron absorbidos por los italianos.;;;;;;;;;x
EVTOPTA1901;Never!;Jamais !;Niemals!;;¡Nunca!;;;;;;;;;x
EVTOPTB1901;Very well;D'accord;Also gut;;De acuerdo;;;;;;;;;x
EVTNAME1902;Annexation of Albania - Zog Refuses;Annexion de l'Albanie - Zog refuse;Annektierung Albaniens - Zog lehnt ab;;La anexión de Albania: Zog no acepta;;;;;;;;;x
EVTDESC1902;Italy delivered Tiranë an ultimatum on March 25,1939, demanding that it accede to Italy's occupation of Albania. Zog refused to accept money in exchange for countenancing a full Italian takeover and colonization of Albania, and on April 7,1939, Mussolini's troops invaded Albania. Despite some stubborn resistance, especially at Durrës, the Italians made short shrift of the Albanians. Unwilling to become an Italian puppet, King Zog, his wife, Queen Geraldine Apponyi, and their infant son Skander fled to Greece and eventually to London. On April 12, the Albanian parliament voted to unite the country with Italy. Victor Emmanuel III took the Albanian crown, and the Italians set up a fascist government under Shefqet Verlaci and soon absorbed Albania's military and diplomatic service into Italy's.;Le 25 mars 1939, l'Italie lance un ultimatum à Tirana, exigeant que les dirigeants entérinent l'occupation italienne de l'Albanie. Zogu refuse l'argent qui lui est proposé en échange de son appui à une prise de contrôle totale et à une colonisation de l'Albanie par l'Italie. Et le 7 avril 1939, les troupes de Mussolini envahissent l'Albanie. Malgré une résistance acharnée, en particulier autour de Durrës, les Italiens submergent les Albanais. Refusant le rôle de marionnette auquel les Italiens le destinent, le roi Zog, sa femme Géraldine Apponyi et le prince héritier Leka se réfugient en Grèce dans un premier temps puis à Londres. Le 12 avril, le parlement albanais vote l'unification du pays avec l'Italie. Victor Emmanuel III s'empare de la couronne albanaise et les Italiens imposent un gouvernement fasciste sous l'autorité de Shefquet Verlaci. Cependant, c'est l'Italie qui gère directement la diplomatie et la défense de l'Albanie.;Am 25. März 1939 erhielt Tirana ein italienisches Ultimatum, der Besetzung Albaniens durch italienische Truppen zuzustimmen. Albaniens König Zog weigerte sich, als Ausgleich für seine Befürwortung einer vollständigen Machtübernahme und Kolonisation durch Italien Geld zu akzeptieren, worauf Mussolinis Truppen Albanien am 7. April 1939 überfielen. Trotz hartnäckigen Widerstands der Albaner, besonders bei Durrës, machten die Italiener mit ihnen kurzen Prozess. König Zog weigerte sich, eine Marionette Italiens zu werden und floh zusammen mit Königin Geraldine Apponyi und ihrem minderjährigen Sohn Skander über Griechenland nach London. Am 12. April stimmte das albanische Parlament für den Anschluss Albaniens an Italien. Viktor Emmanuel III. bestieg den albanischen Thron und die Italiener setzten eine faschistische Regierung unter Shefqet Bej Vërlaci ein. Albaniens Militär und diplomatischer Dienst verschmolzen schon bald mit ihren italienischen Gegenstücken.;;Italia dio un ultimátum a Tirana el 25 de marzo de 1939, exigiendo que accediese a la ocupación de Albania por parte de Italia. Zog se negó a aceptar dinero a cambio de aprobar una ocupación total y la colonización de Albania por parte de Italia, y el 7 de abril de 1939 las tropas de Mussolini invadieron el país. Pese a la existencia de núcleos de enconada resistencia, sobre todo en Durrës, los italianos acabaron con los albaneses en un abrir y cerrar de ojos. Reacios a convertirse en un títere de Italia, el rey Zog, la reina Geraldine Apponyi y su joven hijo Skander huyeron primero a Grecia y finalmente a Londres. El 12 de abril, el parlamento albanés votó por la unificación del país con Italia. Víctor Manuel III se hizo con la corona albanesa y los italianos establecieron un gobierno fascista al mando de Shefqet Verlaci, y en poco tiempo el ejército y los servicios diplomáticos albaneses fueron absorbidos por los italianos.;;;;;;;;;x
EVTOPTA1902;Declare War;Déclarer la guerre;Krieg erklären;;Declarar la guerra;;;;;;;;;x
EVTOPTB1902;We do not dare follow through;Nous n'osons pas nous affirmer;Wir wagen nicht, uns durchzusetzen;;No nos atrevemos a cumplir con nuestras amenazas;;;;;;;;;x
EVTNAME1903;Annexation of Albania - Zog Accepts;Annexion de l'Albanie - Zog accepte;Annektierung Albaniens - Zog akzeptiert;;La anexión de Albania: Zog acepta;;;;;;;;;x
EVTDESC1903;Italy delivered Tiranë an ultimatum on March 25,1939, demanding that it accede to Italy's occupation of Albania. Zog refused to accept money in exchange for countenancing a full Italian takeover and colonization of Albania, and on April 7,1939, Mussolini's troops invaded Albania. Despite some stubborn resistance, especially at Durrës, the Italians made short shrift of the Albanians. Unwilling to become an Italian puppet, King Zog, his wife, Queen Geraldine Apponyi, and their infant son Skander fled to Greece and eventually to London. On April 12, the Albanian parliament voted to unite the country with Italy. Victor Emmanuel III took the Albanian crown, and the Italians set up a fascist government under Shefqet Verlaci and soon absorbed Albania's military and diplomatic service into Italy's.;Le 25 mars 1939, l'Italie lance un ultimatum à Tirana, exigeant que les dirigeants entérinent l'occupation italienne de l'Albanie. Zogu refuse l'argent qui lui est proposé en échange de son appui à une prise de contrôle totale et à une colonisation de l'Albanie par l'Italie. Et le 7 avril 1939, les troupes de Mussolini envahissent l'Albanie. Malgré une résistance acharnée, en particulier autour de Durrës, les Italiens submergent les Albanais. Refusant le rôle de marionnette auquel les Italiens le destinent, le roi Zog, sa femme Géraldine Apponyi et le prince héritier Leka se réfugient en Grèce dans un premier temps puis à Londres. Le 12 avril, le parlement albanais vote l'unification du pays avec l'Italie. Victor Emmanuel III s'empare de la couronne albanaise et les Italiens imposent un gouvernement fasciste sous l'autorité de Shefquet Verlaci. Cependant, c'est l'Italie qui gère directement la diplomatie et la défense de l'Albanie.;Am 25. März 1939 erhielt Tirana ein italienisches Ultimatum, der Besetzung Albaniens durch italienische Truppen zuzustimmen. Albaniens König Zog weigerte sich, als Ausgleich für seine Befürwortung einer vollständigen Machtübernahme und Kolonisation durch Italien Geld zu akzeptieren, worauf Mussolinis Truppen Albanien am 7. April 1939 überfielen. Trotz hartnäckigen Widerstands der Albaner, besonders bei Durrës, machten die Italiener mit ihnen kurzen Prozess. König Zog weigerte sich, eine Marionette Italiens zu werden und floh zusammen mit Königin Geraldine Apponyi und ihrem minderjährigen Sohn Skander über Griechenland nach London. Am 12. April stimmte das albanische Parlament für den Anschluss Albaniens an Italien. Viktor Emmanuel III. bestieg den albanischen Thron und die Italiener setzten eine faschistische Regierung unter Shefqet Bej Vërlaci ein. Albaniens Militär und diplomatischer Dienst verschmolzen schon bald mit ihren italienischen Gegenstücken.;;Italia dio un ultimátum a Tirana el 25 de marzo de 1939, exigiendo que accediese a la ocupación de Albania por parte de Italia. Zog se negó a aceptar dinero a cambio de aprobar una ocupación total y la colonización de Albania por parte de Italia, y el 7 de abril de 1939 las tropas de Mussolini invadieron el país. Pese a la existencia de núcleos de enconada resistencia, sobre todo en Durrës, los italianos acabaron con los albaneses en un abrir y cerrar de ojos. Reacios a convertirse en un títere de Italia, el rey Zog, la reina Geraldine Apponyi y su joven hijo Skander huyeron primero a Grecia y finalmente a Londres. El 12 de abril, el parlamento albanés votó por la unificación del país con Italia. Víctor Manuel III se hizo con la corona albanesa y los italianos establecieron un gobierno fascista al mando de Shefqet Verlaci, y en poco tiempo el ejército y los servicios diplomáticos albaneses fueron absorbidos por los italianos.;;;;;;;;;x
EVTOPTA1903;Great!;Formidable !;Großartig!;;¡Magnífico!;;;;;;;;;x
EVTNAME2001;Spanish Civil War;La guerre civile espagnole;Spanischer Bürgerkrieg;;La Guerra Civil Española;;;;;;;;;x
EVTDESC2001;In early 1936 after the electoral victory of the Socialists popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists. Mobs attacked churches and tried to collectivise farms. Unions started strikes and anarchists assassinated ‘enemies of the people’. The newly installed government was unable to restore order. The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves, the Nationalists. The government facing an army rebellion styled themselves, Republicans and decided to fight joining in with the forces of revolution. The Spanish Civil War had begun! Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;Au début de l'année 1936, après la victoire électorale de la gauche, les demandes du peuple pour une plus grande égalité se transforment en une véritable révolution contre le clergé, les propriétaires terriens et les monarchistes. La foule s'en prend aux églises et tente de collectiviser des fermes. Les syndicats lancent des grèves et les anarchistes assassinent les 'ennemis du peuple'. Le gouvernement nouvellement formé se montre incapable de rétablir l'ordre. L'armée espagnole se rallie aux conservateurs et aux catholiques pour écraser la révolution socialiste et forment le camp des nationalistes. Le gouvernement, qui doit résister à la rébellion de l'armée, regroupe les Républicains sous sa bannière et décide de joindre ses efforts à ceux des forces révolutionnaires. La guerre civile espagnole vient de commencer ! De nombreux pays comme l'Allemagne, l'Italie ou l'Union Soviétique interviennent directement, en envoyant des troupes.;Nach dem Wahlsieg der Sozialisten Anfang 1936 mündeten die Forderungen des Volkes nach sozialer Gerechtigkeit in eine tatsächliche Revolution gegen den Klerus, Landbesitzer und Monarchen. Der Pöbel griff Kirchen an und versuchte, Bauernhöfe in Kollektive umzuwandeln. Gewerkschaften riefen zu Streiks aus und Anarchisten ermordeten ‘Feinde des Volkes’. Die neue Regierung war nicht in der Lage, die Ordnung wiederherzustellen. Die spanische Armee schlug sich zur Unterdrückung der sozialen Revolution auf die Seite der Konservativen und Katholiken, und machte sich somit selbst zu einer nationalistischen Kraft. Die Regierung sah sich mit einem selbst hervorgerufenen Armeeputsch konfrontiert und machte aus diesem Grund mit den revoltierenden Republikanern gemeinsame Sache. Der Spanische Bürgerkrieg hatte begonnen! Viele Länder wie Deutschland, Italien und die Sowjetunion griffen mit Truppen in diesen Konflikt ein.;;A principios de 1936, tras la victoria electoral de los socialistas, las exigencias populares de igualdad social se convirtieron virtualmente en una revolución contra el estamento clerical, los terratenientes y los monárquicos. Las masas atacaron iglesias e intentaron colectivizar granjas. Los sindicatos iniciaron huelgas y los anarquistas asesinaron a los 'enemigos del pueblo'. El recién elegido gobierno fue incapaz de restablecer el orden. El ejército español se unió a los conservadores y a los católicos para acabar con la revolución social, y se denominaron a sí mismos 'nacionales'. El gobierno que se enfrentaba a una rebelión militar se denominó a sí mismo 'republicano', y decidió unirse a las fuerzas revolucionarias. ¡La Guerra Civil Española había comenzado! Muchos países, como Alemania, Italia y la Unión Soviética, enviaron fuerzas para que intervinieran en el conflicto.;;;;;;;;;x
EVTOPTA2001;En la Defensa de la Democracia!;En la Defensa de la Democracia!;En la Defensa de la Democracia!;;¡En defensa de la democracia!;;;;;;;;;x
EVTNAME2002;Spanish Civil War - Fascist Nation;La guerre civile espagnole - nation fasciste;Spanischer Bürgerkrieg - Faschistische Nation;;La Guerra Civil Española: Una nación fascista;;;;;;;;;x
EVTDESC2002;In early 1936 after the electoral victory of the Socialists, popular demands for social equality evolved into a virtual revolution against the clergy, landowners and monarchists. Mobs attacked churches and tried to collectivise farms. Unions started strikes and anarchists assassinated ‘enemies of the people’. The newly installed government was unable to restore order. The Spanish army joined the Conservatives and Catholics to put down the social revolution and they thus styled themselves, the Nationalists. The government facing an army rebellion styled themselves, Republicans and decided to fight joining in with the forces of revolution. The Spanish Civil War had begun! Many countries like Germany, Italy and the Soviet Union intervened with forces in the conflict.;Au début de l'année 1936, après la victoire électorale de la gauche, les demandes du peuple pour une plus grande égalité se transforment en une véritable révolution contre le clergé, les propriétaires terriens et les monarchistes. La foule s'en prend aux églises et tente de collectiviser des fermes. Les syndicats lancent des grèves et les anarchistes assassinent les 'ennemis du peuple'. Le gouvernement nouvellement formé se montre incapable de rétablir l'ordre. L'armée espagnole se rallie aux conservateurs et aux catholiques pour écraser la révolution socialiste et forment le camp des nationalistes. Le gouvernement, qui doit résister à la rébellion de l'armée, regroupe les Républicains sous sa bannière et décide de joindre ses efforts à ceux des forces révolutionnaires. La guerre civile espagnole vient de commencer ! De nombreux pays comme l'Allemagne, l'Italie ou l'Union Soviétique interviennent directement, en envoyant des troupes.;Nach dem Wahlsieg der Sozialisten Anfang 1936 mündeten die Forderungen des Volkes nach sozialer Gerechtigkeit in eine tatsächliche Revolution gegen den Klerus, Landbesitzer und Monarchen. Der Pöbel griff Kirchen an und versuchte, Bauernhöfe in Kollektive umzuwandeln. Gewerkschaften riefen zu Streiks aus und Anarchisten ermordeten ‘Feinde des Volkes’. Die neue Regierung war nicht in der Lage, die Ordnung wiederherzustellen. Die spanische Armee schlug sich zur Unterdrückung der sozialen Revolution auf die Seite der Konservativen und Katholiken, und machte sich somit selbst zu einer nationalistischen Kraft. Die Regierung sah sich mit einem selbst hervorgerufenen Armeeputsch konfrontiert und machte aus diesem Grund mit den revoltierenden Republikanern gemeinsame Sache. Der Spanische Bürgerkrieg hatte begonnen! Viele Länder wie Deutschland, Italien und die Sowjetunion griffen mit Truppen in diesen Konflikt ein.;;A principios de 1936, tras la victoria electoral de los socialistas, las exigencias populares de igualdad social se convirtieron virtualmente en una revolución contra el estamento clerical, los terratenientes y los monárquicos. Las masas atacaron iglesias e intentaron colectivizar granjas. Los sindicatos iniciaron huelgas y los anarquistas asesinaron a los 'enemigos del pueblo'. El recién elegido gobierno fue incapaz de restablecer el orden. El ejército español se unió a los conservadores y a los católicos para acabar con la revolución social, y se denominaron a sí mismos 'nacionales'. El gobierno que se enfrentaba a una rebelión militar se denominó a sí mismo 'republicano', y decidió unirse a las fuerzas revolucionarias. ¡La Guerra Civil Española había comenzado! Muchos países, como Alemania, Italia y la Unión Soviética, enviaron fuerzas para que intervinieran en el conflicto.;;;;;;;;;x
EVTOPTA2002;Anarchism and Communism must fall!;Mort à l'anarchisme et au communisme !;Nieder mit Anarchismus und Kommunismus!;;¡El anarquismo y el comunismo deben caer!;;;;;;;;;x
EVTNAME2101;The End of Tannu Tuva;La fin de Tannou-Touva;Das Ende von Tannu-Tuwa;;El fin de Tannu Tuva;;;;;;;;;x
EVTDESC2101;Negotiations with Moscow have reached a satisfactory conclusion and an agreement is on the table for Tannu Tuva to become a Soviet republic.;Les négociations avec Moscou se sont conclues de manière satisfaisante pour tous et l'accord visant à faire de Tannou-Touva une république Soviétique n'a plus qu'à être signé.;Die Verhandlungen mit Moskau über die Umwandlung von Tannu-Tuwa in eine Sowjetrepublik sind zu einem zufrieden stellenden Abschluss gekommen. Das Beitrittsabkommen liegt unterschriftsreif auf dem Tisch.;;Las negociaciones con Moscú han llegado a una conclusión satisfactoria y hay un acuerdo sobre la mesa para que Tannu Tuva se convierta en una república soviética.;;;;;;;;;x
EVTOPTA2101;Sign the agreement;Signer l'accord;Abkommen unterzeichnen;;Firmar el acuerdo;;;;;;;;;x
EVTOPTB2101;Reject the agreement;Refuser l'accord;Abkommen ablehnen;;Rechazar el acuerdo;;;;;;;;;x
EVTNAME2102;Tannu Tuva Becomes a Soviet Republic;Tannou-Touva devient une République Soviétique;Tannu-Tuwa wird zur Sowjetrepublik;;Tannu Tova se convierte en una república soviética;;;;;;;;;x
EVTDESC2102;Chinese influence in Tannu Tuva was permanently ended when Tannu Tuva became part of the USSR in November 1944.;Éradication totale de l'influence chinoise à Tannou-Touva quand la république est intégrée à l'URSS en novembre 1944.;Als Tannu-Tuwa 1944 Teil der UdSSR wurde, kam der chinesische Einfluss auf das Land endgültig zum Erliegen.;;La influencia china en Tannu Tuva terminó definitivamente cuando entró a formar parte de la URSS en noviembre de 1944.;;;;;;;;;x
EVTOPTA2102;A great moment for our nation;Un grand moment pour notre pays;Ein großer Tag für unser Land;;Un gran momento para nuestra nación;;;;;;;;;x
EVTOPTB2102;This is not necessary;Ceci est inutile;Dies ist unnötig;;Esto no es necesario;;;;;;;;;x
EVTNAME2201;Operation Zet - Assistance to China;Opération Zet - L'aide à la Chine;Operation Zet - Unterstützung für China;;La Operación Zet: La ayuda a China;;;;;;;;;x
EVTDESC2201;As Japanese forces advanced into northern China, hurried negotiations between China and the USSR took place. Plans were made for the provision of over 200 aircraft, 76mm AA guns, T-26 tanks and thousands of tons of equipment and supplies. Also included, in great secrecy, was the sending of a force of volunteer combat-trained pilots. This mission was dubbed Operation Zet. A treaty of non-aggression was also signed between the two countries.;Alors que les forces japonaises avancent en Chine septentrionale, des négociations précipitées se déroulent entre la Chine et l'URSS. Des accords prévoient la livraison de plus de 200 avions, de canons AA 76 mm, de chars T-26 et de milliers de tonnes d'équipement et de ravitaillement. Dans le plus grand secret, ils prévoient aussi l'envoi d'une force de pilotes volontaires formés au combat. Cette mission portera le nom d'opération Zet. Enfin, un traité de non-agression est signé entre les deux pays.;Als japanische Truppen nach Nordchina vorrückten, fanden eilig einberufene Verhandlungen zwischen China und der UdSSR statt. Man vereinbarte, dass die Sowjets China über 200 Flugzeuge, 76 mm-Flakgeschütze, T-26-Panzer und Tausende Tonnen an Ausrüstung und Versorgungsgütern überstellen würden. In größter Geheimhaltung wurde weiterhin die Abkommandierung von kampferprobten russischen Piloten auf Freiwilligenbasis beschlossen. Diese Mission wurde Operation Zet genannt. Die beiden Länder unterzeichneten außerdem noch einen Nichtangriffspakt.;;Cuando las fuerzas japonesas avanzaron por el norte de China, tuvieron lugar apresuradas negociaciones entre China y la URSS. Se hicieron planes para el suministro de unos 200 aviones, artillería antiaérea de 76 mm, carros de combate T-26 y miles de toneladas de equipo y provisiones. También se incluía, secretamente, el envío de una fuerza de pilotos de combate voluntarios. Esta misión se bautizó como 'Operación Zet'. Los dos países también firmaron un tratado de no agresión.;;;;;;;;;x
EVTOPTA2201;Send aid to China;Envoyer de l'aide à la Chine;Hilfe nach China schicken;;Enviar ayuda a China;;;;;;;;;x
EVTOPTB2201;China must stand alone;La Chine doit se débrouiller seule;China muss alleine zurechtkommen;;China debe aguantar sola;;;;;;;;;x
EVTNAME2202;Operation Zet - Soviet assistance;Opération Zet - Aide soviétique;Operation Zet - Sowjetische Unterstützung;;La Operación Zet: La ayuda soviética;;;;;;;;;x
EVTDESC2202;As Japanese forces advanced into northern China, hurried negotiations between China and the USSR took place. Plans were made for the provision of over 200 aircraft, 76mm AA guns, T-26 tanks and thousands of tons of equipment and supplies. Also included, in great secrecy, was the sending of a force of volunteer combat-trained pilots. This mission was dubbed Operation Zet. A treaty of non-aggression was also signed between the two countries.;Alors que les forces japonaises avancent en Chine septentrionale, des négociations précipitées se déroulent entre la Chine et l'URSS. Des accords prévoient la livraison de plus de 200 avions, de canons AA 76 mm, de chars T-26 et de milliers de tonnes d'équipement et de ravitaillement. Dans le plus grand secret, ils prévoient aussi l'envoi d'une force de pilotes volontaires formés au combat. Cette mission portera le nom d'opération Zet. Enfin, un traité de non-agression est signé entre les deux pays.;Als japanische Truppen nach Nordchina vorrückten, fanden eilig einberufene Verhandlungen zwischen China und der UdSSR statt. Man vereinbarte, dass die Sowjets China über 200 Flugzeuge, 76 mm-Flakgeschütze, T-26-Panzer und Tausende Tonnen an Ausrüstung und Versorgungsgütern überstellen würden. In größter Geheimhaltung wurde weiterhin die Abkommandierung von kampferprobten russischen Piloten auf Freiwilligenbasis beschlossen. Diese Mission wurde Operation Zet genannt. Die beiden Länder unterzeichneten außerdem noch einen Nichtangriffspakt.;;Cuando las fuerzas japonesas avanzaron por el norte de China, tuvieron lugar apresuradas negociaciones entre China y la URSS. Se hicieron planes para el suministro de unos 200 aviones, artillería antiaérea de 76 mm, carros de combate T-26 y miles de toneladas de equipo y provisiones. También se incluía, secretamente, el envío de una fuerza de pilotos de combate voluntarios. Esta misión se bautizó como 'Operación Zet'. Los dos países también firmaron un tratado de no agresión.;;;;;;;;;x
EVTOPTA2202;This will strengthen us greatly;Ceci va nous aider considérablement;Dies wird uns ernorm stärken;;Esto nos fortalecerá notablemente;;;;;;;;;x
EVTOPTB2202;We do not need this help;Nous n'avons pas besoin de cette aide.;Wir brauchen diese Hilfe nicht;;No necesitamos esa ayuda;;;;;;;;;x
EVTNAME2301;The Vienna Dictate;L'Arbitrage de Vienne ;Der Wiener Schiedsspruch;;El Mandato de Viena;;;;;;;;;x
EVTDESC2301;Transylvania was part of the Austro-Hungarian Empire until after World War I, when the Treaty of Trianon reduced Hungary to one third of its former size and lowered the population by three-fifths. Transylvania became part of the newly formed Romania. Admiral Horthy of Hungary demanded that the borders be redrawn, and in 1940 he got his way in the Vienna Dictate, which gave northern Transylvania back to Hungary.;La Transylvanie faisait partie de l'Empire austro-hongrois jusqu'à la fin de la Première Guerre Mondiale, lorsque le traité du Trianon amputa la Hongrie de deux tiers de sa superficie et de soixante pourcents de sa population. La Transylvanie fut alors intégrée à l'État nouvellement créé de Roumanie. L'amiral Horthy de Nagybanya, hongrois, exige la révision des frontières et, en 1940, l'arbitrage Ribbentrop-Ciani lui donne raison en rendant la Transylvanie à la Hongrie.;Nach dem Ersten Weltkrieg gehörte Transsylvanien zum Kaiserreich Österreich-Ungarn, bevor es durch den Vertrag von Trianon, der das Kaiserreich auf ein Drittel seiner ursprünglichen Größe und zwei Fünftel seiner Bevölkerung reduzierte, als Teil des neu gegründeten Rumäniens abgespalten wurde. Der ungarische Admiral Horthy forderte eine Korrektur des Grenzverlaufs. Mit dem Wiener Schiedsspruch von 1940, der Nord-Transsylvanien an Ungarn zurückgab, bekam er schließlich seinen Willen.;;Transilvania formó parte del Imperio Austro-Húngaro hasta después de la Primera Guerra Mundial, cuando el Tratado de Trianón redujo Hungría a un tercio de su antigua superficie y dos quintas partes de su antigua población. Transilvania pasó a formar parte de la recién creada Rumania. El almirante Horthy de Hungría exigió una reconfiguración de las fronteras y se salió con la suya en el Mandato de Viena de 1940, que devolvía a Hungría la Transilvania septentrional.;;;;;;;;;x
EVTOPTA2301;Force Romanian acceptance;Obliger les Roumains à accepter;Rumänische Einwilligung erzwingen;;Obligar a Rumania a aceptar;;;;;;;;;x
EVTOPTB2301;Deny the Hungarian request;Refuser la demande hongroise;Ungarische Forderung ablehnen;;Denegar la petición húngara;;;;;;;;;x
EVTNAME2302;The Second Vienna Dictate;Le deuxième Arbitrage de Vienne;Zweiter Wiener Schiedsspruch;;El Segundo Mandato de Viena;;;;;;;;;x
EVTDESC2302;Transylvania was part of the Austro-Hungarian Empire until after World War I, when the Treaty of Trianon reduced Hungary to one third of its former size and lowered the population by three-fifths. Transylvania became part of the newly formed Romania. Admiral Horthy of Hungary demanded that the borders be redrawn, and in 1940 he got his way in the Vienna Dictate, which gave northern Transylvania back to Hungary.;La Transylvanie faisait partie de l'Empire austro-hongrois jusqu'à la fin de la Première Guerre Mondiale, lorsque le traité du Trianon amputa la Hongrie de deux tiers de sa superficie et de soixante pourcents de sa population. La Transylvanie fut alors intégrée à l'État nouvellement créé de Roumanie. L'amiral Horthy de Nagybanya, hongrois, exige la révision des frontières et, en 1940, l'arbitrage Ribbentrop-Ciani lui donne raison en rendant la Transylvanie à la Hongrie.;Nach dem Ersten Weltkrieg gehörte Transsylvanien zum Kaiserreich Österreich-Ungarn, bevor es durch den Vertrag von Trianon, der das Kaiserreich auf ein Drittel seiner ursprünglichen Größe und zwei Fünftel seiner Bevölkerung reduzierte, als Teil des neu gegründeten Rumäniens abgespalten wurde. Der ungarische Admiral Horthy forderte eine Korrektur des Grenzverlaufs. Mit dem Wiener Schiedsspruch von 1940, der Nord-Transsylvanien an Ungarn zurückgab, bekam er schließlich seinen Willen.;;Transilvania formó parte del Imperio Austro-Húngaro hasta después de la Primera Guerra Mundial, cuando el Tratado de Trianón redujo Hungría a un tercio de su antigua superficie y dos quintas partes de su antigua población. Transilvania pasó a formar parte de la recién creada Rumania. El almirante Horthy de Hungría exigió una reconfiguración de las fronteras y se salió con la suya en el Mandato de Viena de 1940, que devolvía a Hungría la Transilvania septentrional.;;;;;;;;;x
EVTOPTA2302;Accept;Accepter;Akzeptieren;;Aceptar;;;;;;;;;x
